Tweet,Sentiment
"Hacker Bjorka Kembali Berulah, Sebarkan Data Pribadi yang Diklaim Milik Kepala BSSN.

#hackerbjorka #Bjorka #kebocorandata #BSSN 

Selengkapnya&gt; https://t.co/QlYviWwGth https://t.co/eoqmoPtoHK",neutral
"Direktur LAIP Kemkominfo,Bambang Dwi Anggono :

É??Dengan teknologi,ASN sendiri bisa mengelola,tidak lagi tergantung pada orang lain.Jika terjadi kebocoran, segera bisa menangani masalahnya karena memang data itu tidak ternilai harganya,É?ù

@PlateJohnny 

https://t.co/ekO3H3sIKm",neutral
Hukuman Berat Kebocoran Data Pribadi di Australia https://t.co/YL2vR3wIif,neutral
"@kemkominfo lebih gacor ngurusin konten r18 dengan menyuruh Twitter meregion lock akun-akun artist nsfw ketimbang ngurusin kebocoran data.

#BlokirKominfo",neutral
"Dengan teknologi ini, harapannya ASN sendiri bisa mengelola (aplikasi layanan publik), tidak lagi tergantung pada orang lain.?ˇJika terjadi kebocoran, segera dapat mengatasi masalahnya krn memang data itu tdk bernilai harganya.
@kemkominfo
@PlateJohnny
https://t.co/iFyUbnHAy6",neutral
@TariRahayu07 Dengan di Sahkan PDP Maslah Terkait Kebocoran Data Bisa Menghilang,neutral
"Segi tata kelola data , 
Juga jadi sorotan utama dlm 
Pengejawantahan UU PDP 
Tidak hanya perlindungan dari kebocoran dan semacam nya

@PlateJohnny 
@kemkominfo 

https://t.co/gQzBFkPDUH",neutral
"Anggota Komisi XI DPR RI, Puteri Anetta Komarudin meminta agar pihak perbankan harus memperkuat perlindungan data nasabah. Hal tersebut karena persoalan kebocoran data kian marak terjadi di Indonesia.

#UUPDP https://t.co/J6c5PbwinN",neutral
"Kasus Kebocoran Data Masif, Perbankan Diminta Perkuat Perlindungan Informasi Nasabah https://t.co/8he7lEQQcF",neutral
"Semoga dengan adanya aturan UU PDP data pribadi lebih aman lagi dan tidak ada lagi kebocoran data pribadi 
#poinpentingpdp Aturan UU PDP https://t.co/aFwSysKCZ1",neutral
"@icharis https://t.co/WHLvYpWppE

Diantaranya Potensi KEBOCORAN Jutaan Data Guru, Dosen dan Siswa oleh pihak ketiga?",neutral
Kecekatan Puan Maharani yang bersama-sama pemerintah merealisasikan UU PDP dinilai menghadirkan rasa aman bagi warga Indonesia di tengah maraknya kasus-kasus kebocoran data. https://t.co/Y0gGtla9wh,neutral
Kecekatan Puan Maharani yang bersama-sama pemerintah merealisasikan UU PDP dinilai menghadirkan rasa aman bagi warga Indonesia di tengah maraknya kasus-kasus kebocoran data. https://t.co/4ocTYsMWPX,neutral
Kecekatan Puan Maharani yang bersama-sama pemerintah merealisasikan UU PDP dinilai menghadirkan rasa aman bagi warga Indonesia di tengah maraknya kasus-kasus kebocoran data. https://t.co/44pJMHmTqI,neutral
Kecekatan Puan Maharani yang bersama-sama pemerintah merealisasikan UU PDP dinilai menghadirkan rasa aman bagi warga Indonesia di tengah maraknya kasus-kasus kebocoran data. https://t.co/WtlGzpqLyv,neutral
Cek Artikel kami dengan Judul : Mekanisme Sistem Islam Atasi Kebocoran Data Publik https://t.co/mf8OlGedc9 . Semoga Allah memberikan keberkahan untuk kita semua. https://t.co/kTF0DN2OjN,neutral
"jd selama ini memang sbnrya tdk pnh ada kebocoran data. dan kemarin sempet ngalihin isu soal sambo dan kenaikan BBM, trimkasih bjorka dan tim. ???è??è¨ https://t.co/2919UVTpPo",neutral
"Sudah melakukan pelanggaran berupa kebocoran data, menggunakan terminologi yang tidak etis dan tidak sejalan dengan kultur kita. Nah itu tidak baik @kemkominfo @PlateJohnny https://t.co/jbxOp86hVK",neutral
"Kebocoran Kian Marak, Putkom: Perbankan Harus Perkuat Perlindungan Data Nasabah via @kedaipenacom
 https://t.co/sWhmSiKbHC",neutral
"untuk revolusi transformasi digital, dalam usaha merangkul teknologi terkini, isu keselamatan siber dan data menjadi keutamaan, di samping itu isu kesihatan mental individu dalam menghadapi isu kebocoran serta penyebaran maklumat dan data peribadi...",neutral
"Bertahun - tahun menjadi nasabah &amp; menggunakan layanan sms banking tidak pernah mendapat pesan hoax seperti ini. Tapi baru beberapa hari menggunakan BRImo langsung dapat pesan seperti ini, kemungkinan ada kebocoran data dari BRImo. Tulung nggih masseh @kontakBRI @BANKBRI_ID https://t.co/rFzkiMF2ck",neutral
"berkesempatan belajar di pusat pengembangan SDM @BSSN_RI, pengajarnya kompeten dan update, termasuk isu Bjorka. masalah kebocoran data bukan cuma teknis, tapi juga tata kelola yang tidak standar. semoga perbaikan tata kelola bisa dimulai dari unit kerja sendiri d @Diskominfo_SMR https://t.co/Asz5hK5FN4",neutral
"Polri memastikan bahwa informasi yang menyatakan bocornya 26 juta data personel kepolisian yang disebarkan oleh seorang pengguna pada situs gelap adalah informasi palsu atau hoaks.

Biarpun begitu Polri memastikan akan tetap mendalami terkait kabar dugaan kebocoran data anggota https://t.co/UIXrh8tUl0",neutral
"akhir-akhir ini banyak kasus terkait kebocoran data pribadi yang tak sedikit menimbulkan kerugian. Akhirnya negara mengeluarkan UU Perlindungan Data Pribadi pada 20 September 2022

 #kitapunyapdp
Manfaat UU PDP https://t.co/70wqTavV1P",neutral
"ESSAY INFOGRAFIS

Membocorkan Tanggung Jawab Penanggulangan dan Penindakan Pelaku Kebocoran Data #KebocoranData #Hackers #PelakuKejahatanCyber

Writer: Rania Fitri (Content Creator @advkonstitusi)
Designer: Zainul Muttaqin (Content Creator @advkonstitusi)

https://t.co/UZkrzhAXTL",neutral
"Polri memastikan bahwa informasi yang menyatakan bocornya 26 juta data personel kepolisian yang disebarkan oleh seorang pengguna pada situs gelap adalah informasi palsu atau hoaks.

Biarpun begitu Polri memastikan akan tetap mendalami terkait kabar dugaan kebocoran data anggota https://t.co/F7NdRtoL4v",neutral
"Halo #semetonkom
Minfo ada info nih untuk kalian dalam mencegah terjadinya kebocoran data pribadi. Kementerian Kominfo RI mengimbau masyarakat untuk tetep menjaga kerahasiaan One Time Password (OTP) yang terdapat di platform digital manapun. 

Yukkkk cek postingan minfo ya???? https://t.co/zf6Dx0MHnH",neutral
"Kita boleh aktif bermedsos, tp tetap hrs berbagi waktu dg kerja, usaha &amp; aktivitas lain. Saya sejak pagi tadi sdh nulis &amp; baca, saatnya skrg Webinar bersama Dave Akbarsyah F. Laksono, anggota DPR RI dari dapil Cirebon &amp; Indramayu. Bahas tentang kebocoran data pribadi dan UU PDP. https://t.co/9ZWfbebqpI",neutral
"@yusufgunawan @mdewiastari @ipoksamidub @mikedianasasi Lho ya....yg menghimpun data SWASTA....ya jangan kaget kalau nanti ada kebocoran data.
Lha pihak OPD wes lepas tangan ????",neutral
"Kebocoran data warga juga terjadi di Australia. Dalam sepekan terakhir, peretasan terhadap perusahaan telekomunikasi dan seluler Optus jadi sorotan. 
https://t.co/tMto4AuQ68",neutral
"Jika terjadi kebocoran data, sanksi administratif seolah-olah tidak berlaku. https://t.co/3pQUNmK8PB",neutral
"@tvOneNews Data ada kebocoran, pengawalan ada kelolosan, perlu ditambah hingga 400 kekuatan",neutral
Pekan ini warga di Australia sedang khawatir dengan kebocoran data yang diretas dari salah satu perusahaan penyedia layanan telekomunikasi terbesar #Peretas https://t.co/jVLPxUlCMu,neutral
"@18fesss Pegang dulu uangnya nder, waktu itu ada sempet kebocoran data rekening, eh bulannya ditagih pinjol 2 kalilipat yg diterima",neutral
"""Presiden @jokowi Instruksikan Jajarannya Tindak Lanjuti Dugaan Kebocoran Data Pemerintah"" https://t.co/kYj2MY8FFf",neutral
Klarifikasi dari SMK Negeri 1 Kota Sukabumi terkait kebocoran data 4 ribu siswa https://t.co/LJBNJLkT7I,neutral
"Yuk gabung dalam Live Twitter Spaces kami bersama pakar keamanan siber sekaligus Ketua @CISSReC Pratama Persadha, Jumat (30/09). Hal-hal seputar keamanan internet sampai potensi kebocoran data akan dibahas dalam episode kali ini.
Sampai jumpa! ????
https://t.co/sL5SojTKh3",neutral
"Karena masih terjadinya kebocoran data milik masyarakat. Ke depan, pemerintah bakal menjalankan lima langkah penguatan strategis di semua lini.
https://t.co/c3fwfef8Px",neutral
Kepala BIN Ogah Bicara soal Bjorka dan Kebocoran Data Internal https://t.co/dl3BtGN1QX,neutral
"Presiden @jokowi Instruksikan Jajarannya Tindak Lanjuti Dugaan Kebocoran Data Pemerintah

https://t.co/vhjLBaZLR4 https://t.co/fNJ2zkizEf",neutral
"Presiden @jokowi Instruksikan Jajarannya Tindak Lanjuti Dugaan Kebocoran Data Pemerintah

https://t.co/JiCgAk5kxU https://t.co/5CKMPRTr1X",neutral
"Yang bocor kadang bikin kita terganggu dan baiknya cegah sekarang sebelum terlambat. ??Æú

Termasuk kebocoran data pribadi kita nih sahabat, selalu berhati-hati setiap modus yang mengakibatkan pembocoran data kita ya sahabat????

#bankbjb #bjbKehatihatian #tandamatauntuknegeri https://t.co/lQ6s8VXnC8",neutral
Ini bisa dibandingkan dengan tanggapan kebocoran data pelanggan Indihom https://t.co/bFZjVSsxO8,neutral
"Pekan ini warga di Australia sedang khawatir dengan kebocoran data yang diretas dari salah satu perusahaan penyedia layanan telekomunikasi terbesar. Inilah yang kita ketahui sejauh ini.
https://t.co/tMto4AuQ68",neutral
produk legilasi uu pdp #kemenkominfo #kebocorandata #kominfo #UUPDP https://t.co/NWLX74rIDG,neutral
"Kebocoran data besar-besaran terjadi pada perusahaan telekomunikasi Australia, Optus. #TempoDunia https://t.co/tdHs3WaEmS",neutral
"@worksfess KTPnya dikasih watermark nama perusnya nder, misal ada kebocoran data berupa gambar, kita jd tau bocornya dari mana",neutral
"Pengesahan Undang-Undang Perlindungan Data Pribadi harus diimbangi dengan implementasi penguatan keamanan siber agar kebocoran data pribadi dapat diminimalisir. #Riset  #AdadiKompas 
https://t.co/8ha8JPbXi2",neutral
"Pengesahan Undang-Undang Perlindungan Data Pribadi harus diimbangi dengan implementasi penguatan keamanan siber agar kebocoran data pribadi dapat diminimalisir. #Riset #AdadiKompas

https://t.co/JoDjFmfDIp",neutral
"Kasus kebocoran data pada tahun ini membuat resah publik karena hampir rutin terjadi setiap bulan. Yang terakhir, sebanyak 1, 3 miliar data registrasi kartu SIM bocor di dunia maya. https://t.co/1Trn3RkdSG",neutral
"Anggaran belanja @BSSN_RI yang mencapai Rp 624 miliar di tahun depan , moga-moga dibayar tunai dengan pengawasan super ketat agar tak ada lagi kebocoran data publik. 

@DPR_RI 
@kemkominfo 
 @PlateJohnny
https://t.co/JuRePQJ0vW",neutral
"Meski disinggung dalam rapat kerja dengan Komisi I DPR, tapi BIN malah menjawabnya secara garis besarnya, bukan inti masalahnya.

BIN juga diam soal dugaan kebocoran data yang dialami oleh badan intelijen itu sendiri.

Selengkapnya~

https://t.co/hIW3fGzs51 https://t.co/CcFDVTBPIu",neutral
https://t.co/8PikPc5EZo Kepala BIN Ogah Bicara soal Bjorka dan Kebocoran Data Internal - detikNews https://t.co/vctjIl0ALb https://t.co/jh3LKF9MTT,neutral
Ketua DPR RI Puan Maharani ingatkan agar Satgas Perlindungan Data yg dibuat pemerintah dapat menyelesaikan masalah kebocoran data &amp; kejahatan siber secara menyeluruh. https://t.co/zZ2rEK5OGA Puan Harapan Rakyat,neutral
Kepala BIN Ogah Bicara soal Bjorka dan Kebocoran Data Internal https://t.co/dycgBnd5Z8,neutral
"Sahkan UU PDP, kinerja DPR di bawah kepemimpinan Puan Maharani diapresiasi dan dinilai menghadirkan rasa aman bagi warga Indonesia di tengah maraknya kasus-kasus kebocoran data. https://t.co/3gEuOaBGt2 Puan Harapan Rakyat",neutral
"Setiap harinya. Secara sadar atau pun tidak khalayak seakan tidak punya lini privasi yg tertutup dengan istilah ""lebih cepat"" atau ""praktis"". Hal itu terbukti dari beberapa berita yg mempublish berita perihal kebocoran data. Lalu beberapa pekan kemarin geger perihal bjorka yg",neutral
"Koran Online: Polri Tanggapi Soal Dugaan Kebocoran 26 Juta Data, Data Usang https://t.co/JbDnRJqe3J",neutral
Kepala BIN Budi Gunawan ogah bicara soal aksi hacker Bjorka dan kebocoran data di kalangan internal yang terjadi belakangan. https://t.co/rUhlZ68u76,neutral
"Kepala BIN Irit Bicara Soal Pembahasan Rapat dengan Komisi I DPR, Legislator: Singgung Isu Kebocoran Data dan Bjorka https://t.co/yfGYpYHN2X",neutral
Kepala BIN Ogah Bicara soal Bjorka dan Kebocoran Data?ˇInternal https://t.co/B4WbCXyEyW,neutral
"... DARI MANA ? ya dari kebocoran data! Terus gini ya para pejabat yang ga ngerti! UU PDP memang mengatur tanggung jawab pengolahan data dll, TAPI ISO 27001 ITUENGATUR SISTEM SEKURITY PARA PEMILIK DAN PENGELOLA DATA DALAM ORGANISASI/PERUSAHAAN! Dan itu DETIL!",neutral
Kepala BIN Budi Gunawan ogah bicara soal aksi hacker Bjorka dan kebocoran data di internal yang terjadi belakangan. https://t.co/pX4r0eSDwP,neutral
Puan Maharani menanggapi dugaan serangan hacker yang disebut membobol data Presiden Joko Widodo. Puan menegaskan bahwa kebocoran data atau informasi milik kementerian/lembaga maupun sejumlah tokoh harus segera ditindaklanjuti pemerintah https://t.co/KbyEwP8alI Puan Harapan Rakyat,neutral
Puan Maharani menanggapi dugaan serangan hacker yang disebut membobol data Presiden Joko Widodo. Puan menegaskan bahwa kebocoran data atau informasi milik kementerian/lbaga maupun sejumlah tokoh harus segera ditindaklanjuti pemerintah. https://t.co/mxQXcRWod0 Puan Harapan Rakyat,neutral
"Puan Maharani meminta Pemerintah segera bertindak mengatasi kebocoran data milik kementerian/lembaga maupun sejumlah tokoh, menanggapi banyaknya kebocoran data oleh peretas belakangan ini. https://t.co/UWeXEq7zHK Puan Harapan Rakyat",neutral
"Ketua DPR RI, Puan Maharani ingin kasus kebocoran data ditangani secara menyeluruh dan sampai ke akar-akarnya. https://t.co/mXbjwLFkyV Puan Harapan Rakyat",neutral
Ketua DPR RI Puan Maharani ingatkan agar Satgas Perlindungan Data yg dibuat pemerintah dapat menyelesaikan masalah kebocoran data &amp; kejahatan siber secara menyeluruh. https://t.co/AXABGOGhTr Puan Harapan Rakyat,neutral
"É??Kita tidak bisa hanya fokus pada data-data milik negara saja, tapi mengabaikan kebocoran data pribadi rakyat,É?ù É?? Puan Maharani https://t.co/PnrBDpWwqL Puan Harapan Rakyat",neutral
"Puan Maharani berharap Satgas Perlindungan Data yang dibentuk jokowi bisa menyelesaikan persoalan kebocoran data dan kejahatan siber secara menyeluruh, termasuk aksi hacker Bjorka. https://t.co/N0ZEqCvVps Puan Harapan Rakyat",neutral
Puan Maharani mengingatkan agar Satuan Tugas Perlindungan Data yang dibuat pemerintah dapat menyelesaikan masalah kebocoran data dan kejahatan siber secara menyeluruh. https://t.co/Uz0TmbNOBY Puan Harapan Rakyat,neutral
"Sahkan UU PDP, kinerja DPR di bawah kepemimpinan Puan Maharani diapresiasi dan dinilai menghadirkan rasa aman bagi warga Indonesia di tengah maraknya kasus-kasus kebocoran data. https://t.co/AJHfT8Qoyf Puan Harapan Rakyat",neutral
Puan Maharani meminta pemerintah audit keamanan siber terkait kebocoran data. https://t.co/2f2fbhQFo2 Puan Harapan Rakyat,neutral
KaBIN Budi Gunawan Jelaskan soal Bjorka hingga Keamanan Siber Pemilu 2024 di DPR: Anggota Komisi I Fraksi Golkar Nurul Arifin menyebut BIN belum spesifik membahas penanganan Bjorka dan kebocoran data BIN dalam RDP sore ini. #kumparanNEWS https://t.co/bcsxzPC0rS,neutral
Budi Gunawan Jelaskan soal Bjorka hingga Keamanan Siber Pemilu 2024 di DPR: Anggota Komisi I Fraksi Golkar Nurul Arifin menyebut BIN belum spesifik membahas penanganan Bjorka dan kebocoran data BIN dalam RDP sore ini. #kumparanNEWS https://t.co/0T8NaPeY5P,neutral
Pakar Digital Forensik UII Sebut Kebocoran Data jadi Pintu Masuk Aktivitas Ilegal Kejahatan Siber https://t.co/HwshzHlECk,neutral
@remotivi apa yg diharapkan dari mentri yg akibat kebocoran data pribadinya solusinya bikin SIM Amerika,neutral
"UU Perlindungan Data Pribadi disahkan, tapi pengamat sebut implementasinya berpotensi jadi 'macan kertas': Risiko kebocoran data disebut masih akan tetap terjadi meskipun DPR telah mengesahkan Undang-Undang Perlindungan Data Pribadi. Ini karenaÉ?? https://t.co/x4UcyhrzVz",neutral
Lol dapet duit 2jt @ShopeeID ~ punten ngetag biar aware... dr nomor +1 lagi via WA ckck. Apakah ini akibat kebocoran data no hp https://t.co/77n03j7M3d,neutral
@gldbrchan Hi Kak. Mohon maaf ketidaknyamanannya???è??èØ Shopee memastikan keamanan data sehingga tidak ada kebocoran data penggunanya. Mimin himbau agar jangan bagikan kode OTP dan data pribadi lainnya ke pihak lain karena dapat disalahgunakan *1,neutral
"MALING - RIBUT-RIBUT KEBOCORAN DATA OLEH BJORKA, BOSSMAN MALAH UNGKAP FA... https://t.co/YiuxGCoT4J lewat @YouTube",neutral
"#SobatHI, sudah tau kan isu munculnya Bjorka dan kebocoran data?

Isu keamanan data di Indonesia menjadi perhatian publik setelah sejumlah data di lembaga pemerintahan diduga bocor dan dijual secara online.

Nah, kalau #SobatHI gimana menanggapi fenomena ini?

#Bjorka
#HIUII https://t.co/9Qr0ku7dvv",neutral
"Kolaborasi Kominfo dan Lintas K/L Bentuk Tim Tanggap Darurat Data Kebocoran
@kemkominfo @PlateJohnny https://t.co/VOozAFY0gS",neutral
"Soal Kebocoran Data, Pakar Keamanan Siber: Selain Kominfo, Kemendagri Juga Ikut Bertanggung Jawab 

@kemkominfo @PlateJohnny https://t.co/z2SUCgmIss",neutral
"Meski telah diatur aturan sanksi pidana dan denda, apakah implementasi Undang-Undang ini akan menjadi payung hukum yang efektif bagi isu kebocoran data? https://t.co/ns6OyEyJew https://t.co/wRFmmwhZwK",neutral
"Kebocoran data lagi...?!! 36 juta daftar STNK di #Indonesia tahun 2000É??2021 memuat nama lengkap pemilik kendaraan, alamat, jenis kendaraan,  hingga pelat nomor. #Nalar !!
https://t.co/aQzKSeLSCr",neutral
"PM Australia, Antony Albanese akan meminda dan mengukuhkan undang undang privasi

Ini susulan serangan siber baru baru ini ke atas syarikat telekomunikasi kedua terbesar di Australia, Optus yang menyebabkan kebocoran data peribadi ramai rakyat Australia",neutral
"Apabila terjadi insiden data pribadi atau kebocoran data pribadi (breach), maka pemyelenggara data pribadi mendapat sanksi administratif maupun sanksi pidana, kurungan, dan denda. https://t.co/bNhCbub0DU",neutral
"Hacker Indonesia Komentari Soal Kebocoran Data yang Dilakukan Bjorka
https://t.co/np89UN33zG",neutral
"Saksikan EWTT #10 dengan topik ""Kebocoran Data, Tindakan Hacker/Kriminal? Bagaimana Kita Mengantisipasinya?É?ù Rabu, 28 September 2022 Pukul 15.00 WIB. 
Registrasi sekarang juga!!
Melalui ID Zoom Webinar 865 4803 8946 atau melalui link berikut https://t.co/fVZRd5PmGC https://t.co/l858Ai2BjL",neutral
"Jujur ku sendiri males bgt sih kalo gerai cuma kasih opsi cahsless.
Karna sebenernya ku masih belum sepercaya itu dgn ewallet. Biasanya isi secukupnya sesuai kebutuhan. Kalo mau beli sesuatu baru pindahin dana dari rekening. Karna bisa aja kan kena hack, kebocoran data, dll. https://t.co/c9NSFUDUny",neutral
Hacker Indonesia Komentari Soal Kebocoran Data yang Dilakukan Bjorka https://t.co/FHlWvh3zQH,neutral
"UU Perlindungan Data Pribadi sudah disahkan.. setelah banyak drama kebocoran data dan bjorka, harapannya bahwa UU ini dapat menjaga privasi data dari setiap insan. Pemerintah harus mampu menjaga data setiap warga negara. #Indonesia #kominfo #dprri https://t.co/mou24813Rh",neutral
"#MostPopuler Data Registrasi Kendaraan Diduga Bocor, Jumlahnya Tak Sebanyak Kebocoran Data Pribadi https://t.co/XguJmiaoVz",neutral
"Data Registrasi Kendaraan Diduga Bocor, Jumlahnya Tak Sebanyak Kebocoran Data Pribadi https://t.co/bPskuGx3zi",neutral
"Hacker Indonesia Komentari Soal Kebocoran Data yang Dilakukan Bjorka
https://t.co/Cp6waXHYyx",neutral
Hacker Indonesia Komentari Soal Kebocoran Data yang Dilakukan Bjorka https://t.co/DLYMBz6nSo https://t.co/KgFbotbZik,neutral
Menggugat pertanggung jawaban operator seluler utk kerugian dan kerusakan jaringan yg diambil alih serta kebocoran data pelanggannya ini jauuuuuuh lebih menarik daripada perkara Es Teh.,neutral
"Polri Tanggapi Soal Dugaan Kebocoran 26 Juta Data, Data Usang https://t.co/G98QlxRwDa",neutral
VIDEO: UU PDP Senjata Pamungkas Lawan Kebocoran Data? https://t.co/hPsTqHpElb https://t.co/ZFQKJ0gvGE,neutral
perlindungan data masyarakat #Kemenkominfo #kominfo #kebocorandata https://t.co/SUaJueJSDt,neutral
UU perlindungan data #Kemenkominfo #kominfo #kebocorandata https://t.co/AEBwKPFtxn,neutral
"Akhirnya Undang-Undang Perlindungan Data Pribadi (UU PDP) resmi disahkan. Pengesahan ini bertepatan dengan kian banyaknya kasus kebocoran data pribadi penduduk. Dalam UU ini, kita sebagai subjek berhak atas jaminan keamanan data pribadi kita sendiri. #poinpentingpdp
Aturan UU PDP https://t.co/BpE2zReSgp",neutral
#poinpentingpdp adalah kita dapat menuntut akan segala kebocoran data dan mendapatkan hak kita sebagai subject data. Aturan UU PDP dapat melindungi kita serta data agar tidak disalahkan gunakan oleh orang orang tidak bertanggung jawab.,neutral
"Sahkan UU PDP, kinerja DPR di bawah kepemimpinan Puan Maharani diapresiasi dan dinilai menghadirkan rasa aman bagi warga Indonesia di tengah maraknya kasus-kasus kebocoran data. https://t.co/pntTZjLfRB",neutral
Puan Maharani meminta pemerintah audit keamanan siber terkait kebocoran data. https://t.co/nig6tJi66Y,neutral
"@KHFAJARR Pas gagal atau ada kebocoran lagi, ""lindungi data masing2, sering2 ganti password, aktifkan otentikasi ganda""
Halah",neutral
"Beredar isu terjadi kebocoran data 26 juta anggota Polri.
Polisi memastikan data yang bocor merupakan data usang.

Paling Kadrun yg demen bikin konten Hoax. https://t.co/q5xm9FJo7H",neutral
Zulkifli Nasution's blog: ISO 27001 sebagai Antisipasi Kebocoran Data Perusa... https://t.co/t2RycFvR9y,neutral
@Telkomsel Mana coba liat t&amp;c nya jadi pelanggan telkomsel. Saya mau baca. Ntar jangan2 malah ada segala resiko termasuk kebocoran data jadi tanggung jawab pengguna lagi wkwk.,neutral
"Polisi Sangkal Bjorka dalam Dugaan Kebocoran 26 Juta Data
https://t.co/eiWOcrgK43",neutral
"É?õData breach adalah serangan yang sengaja dilakukan untuk membobol sistem sehingga data sensitif dapat diakses.
É?õData leakage tidak memerlukan serangan cyber khusus karena pada umumnya kebocoran data dapat terjadi karena data security yang buruk  #networking #it #cat https://t.co/ZgBobiNjoX",neutral
Menkominfo sebelumnya telah memastikan bahwa pihaknya tetap berkoordinasi dengan lintas kementerian dan lembaga berkaitan insiden-insiden kebocoran data @kemkominfo @PlateJohnny https://t.co/JU5zeIw7Vv,neutral
Polda Metro Bantah Terjadi Kebocoran Data Ditreskrimsus https://t.co/ty5l3v7AdA https://t.co/XBUF2MR15J,neutral
"Follow akun media sosial PDP sekarang untuk dapatkan info update dari kami: 

Instagram &amp; Twitter: @japri_indonesia 

Facebook &amp; Youtube: Japri Indonesia Tiktok : https://t.co/UfeL7sQmmR 

#KebocoranData #PelindunganDataPribadi #PDP #PerlindunganDataPribadi #UUPDP",neutral
Kebocoran data pribadi yang tersebar di dunia maya dapat memicu manipulasi pemilu. Seperti apa potensinya? https://t.co/rMzAyzztTa #Analisis #CNNIndonesia https://t.co/JligT7iBuf,neutral
"Up
Video lama, seharusnya negara gerak cepat menanggapi perkataan beliau saat menjabat wakil ketua BSSN. Nyatanya... skrng malah diganti sama org yg ga ngerti apa2. Kebocoran Data bisa trjd????
INDONESIA HRUS BERDAULAT DLM CYBER https://t.co/5rKOgXpjc2",neutral
"Salah satu contoh kebocoran data yang nyata, gak punya rekening BRI tapi dapat hadiah undian. Mantap kan pemirsa NKRI harga mati matian? https://t.co/RdXKMyqdlc",neutral
Polri Pastikan Tak Ada Kebocoran Data Anggota https://t.co/PsbTU7EeAn via @cakranews_id,neutral
Polri Pastikan Tak Ada Kebocoran Data?ˇAnggota https://t.co/9aaiSN0qP3,neutral
Isu kebocoran data https://t.co/reffyGlIo9,neutral
Isu kebocoran data https://t.co/ET5Ksggvi0,neutral
Isu kebocoran data https://t.co/Ylac3ratwa,neutral
Isu kebocoran data https://t.co/iooZ2GzgBi,neutral
Isu kebocoran data https://t.co/Xwb3BwwvHv,neutral
"HOAKS Tentang Kebocoran Data Pribadi 26 Juta Anggota Polisi
#HimpunID https://t.co/Fa6WsYcJIp",neutral
"Polri DIterpa Skandal Isu Hoaks Kebocoran Data, Mabes Polri Pastikan Data Pribadi 26 Juta Anggotanya Aman https://t.co/TaKU99LYh5",neutral
Kominfo Buka Suara Soal Kebocoran Data Pelanggan Indihome https://t.co/GG63wZv3rE,neutral
@Telkomsel Aturan yang dari awal sudah rentan akan kebocoran data serta tidak berguna untuk mengatasi sms spam yang tidak jelas.,neutral
"Kepolisian RI dilanda isu kebocoran data. Kali ini beredar Isu 23 juta data anggota Kepolisian bocor dan dijual di forum hacker.

#polisiRI #kebocorandata #dijual #forum #hacker #bjorka #kriminal 

https://t.co/GaNv1QqVzV",neutral
"@Stakof Hoax, tapi apakah ini ada hubungannya dg kebocoran data pengguna seluler?? Selain WA spt ini, sy juga dpt byk chat yg mengatasnamakan Panti Asuhan dan lembaga sosial lainnya. Hadeuh",neutral
untuk tidak terprovokasi #Kemenkominfo #kominfo #kebocorandata https://t.co/0sFPKneftN,neutral
tanggung jawab bersama #Kemenkominfo #kominfo #kebocorandata https://t.co/RP3uknuEB7,neutral
Polda Metro Jaya Bantah Ada Kebocoran Data Ditreskrimsus - https://t.co/dxCafjCiEY https://t.co/43ikPcoGZi,neutral
"MALING - RIBUT-RIBUT KEBOCORAN DATA OLEH BJORKA, BOSSMAN MALAH UNGKAP FA... https://t.co/myu2vGuBcW",neutral
kebocoran data yang diduga dilakukan hacker Bjorka dibahas sekaligus membahas rencana strategi keamanan @kemkominfo https://t.co/jju9rdS3Qi,neutral
