Datetime,Tweet,Prediction
2023-01-03 13:21:33+00:00,"Awas Kebocoran Data, Ini 7 Cara Mencegah Phishing https://t.co/ePBvk0rklg",negative
2023-01-03 06:41:49+00:00,"Kebocoran data peribadi sangat meluas selang sehari ada saja panggilan scammer. 
sampai panggilan sebenar atau scammer pun susah nak pastikan.

@fahmi_fadzil @khairulanwarKA @anwaribrahim @MyDSA_official @saifnasution 

#TweetMasaDepan",negative
2023-01-03 06:35:18+00:00,Kenapa bah ni makin lama makin byk unknown number call padahal ni no sikit ja orang tahu. Mmg betul la ada kebocoran data. Annoying la org call2 ni. Byk sudah no annoying sa block. Mengganggu betul.,negative
2023-01-03 04:58:15+00:00,"@kemkominfo assalamualaikum, maaf mengganggu, saya mau laporkan kebocoran data",negative
2023-01-03 04:36:19+00:00,Di Australia Juga Ada Kebocoran Data Telco Tapi Tindakbalasnya Berbeza! https://t.co/35ylyWVnkZ via @OMGHACKERS.COM,neutral
2023-01-03 01:00:00+00:00,"Meskipun mendukung gagasan Satu Sehat, Rahmad juga menyoroti terkait isu kebocoran data pemerintah yang pernah terjadi beberapa waktu lalu. https://t.co/S5HDtbXzHK",neutral
2023-01-02 13:58:11+00:00,"Berdalih ga bisa buka kamera karena di lock pihak it
Karena pernah ada kebocoran data perusahaan

Damn aku percaya https://t.co/dejPXpstjt",negative
2023-01-02 13:12:01+00:00,"Banyak kasus kebocoran data, ini tips ampuh menjaga data pribadi Anda - https://t.co/Et1BPuBvcd https://t.co/oex8USVJhp",positive
2023-01-02 08:04:01+00:00,"SoyaCincau BM

Siasatan Maybank sahkan tiada kebocoran data pelanggan berlaku

60 saat yang lalu - https://t.co/nec6bOEDEV",neutral
2023-01-02 08:02:57+00:00,"Kebocoran data pun ada scammer sekarang. Tapi jangan leka, sentiasa waspada dengan sebarang aktiviti mencurigakan. https://t.co/aBGQoVNLtU",negative
2023-01-02 07:56:46+00:00,"2 kali kena semprot sama bos dikira belom bayar tagihan telkom 😒
Pdhal gara2 telkom kebocoran data ini nih. Elah.",negative
2023-01-02 04:27:03+00:00,"@bachrum_achmadi Nasdem Sama aja kadernya bego
ngurus kebocoran data aja GOBLOK",negative
2023-01-02 02:49:03+00:00,Toyota India peringatkan kemungkinan kebocoran data pelanggan https://t.co/i9wAC8HTSv,neutral
2023-01-01 20:06:27+00:00,"Pake disambungin papa lagi ke kebocoran data. Takut nanti pemilu ada yg nelponin hape nya. Suruh milih kandidat tertentu.
Dulu pas papa ga mau pake hape tu, udh iyain aja yaa
Dikasi smartphone gini
Anaknya yg pusing filter informasi 😓😓
Panduan bedain hoax sama bukan ada ga si?",negative
2023-01-01 12:25:51+00:00,Maybank sahkan isu kebocoran Data Peribadi Penggunanya adalah tidak benar #Maybank https://t.co/5lt9xa54JP,neutral
2023-01-01 03:02:21+00:00,"[Otomasi Security Check/Testing]
Mulai banyak kebocoran data (saat ini sudah dialami). Awareness tentang keamanan data mulai muncul. Role Security Engineer akan menjadi seksi.
https://t.co/xKOUMouUTV
https://t.co/LaXGUFqEyC
https://t.co/6t2rVSimRZ https://t.co/ki3dFhS1Yl",neutral
2023-01-01 02:40:06+00:00,"Maybank Mengesahkan Dakwaan Kebocoran Data Adalah Tidak Benar
https://t.co/0NXybjUKH2 https://t.co/VoJpVdm0PD",neutral
2023-01-01 02:20:28+00:00,"“Kesimpulan penyiasatan terhadap dakwaan pihak ketiga mengenai kebocoran data pelanggan, @MyMaybank boleh mengesahkan bahawa dakwaan ini adalah palsu."" 
 https://t.co/P5MHcBOBrm via @suara_tv",neutral
2022-12-31 23:01:58+00:00,"YearStarter 2023: Teknologi – 5G, kebocoran data dan Elon Musk menguasai berita teknologi 2022 - https://t.co/eKEFmBGvbB
Setahun selepas Malaysia mula pulih daripada wabak itu",neutral
2022-12-31 18:18:22+00:00,"@twt_abgjay @fahmi_fadzil Jadi, bagaimana pula laporan saya tentang kebocoran data TM Unifi tu diakui oleh pihak TM sendiri? Adakah itu pun saya ‘ciluk’ maklumat org lain? Data TM Unifi tu dijual pada forum yg sama yang menjual data-data lain yg dikatakan bocor dari Malaysia. Sila semak.",negative
2022-12-31 18:16:21+00:00,@twt_abgjay @fahmi_fadzil Terima kasih atas komen tuan. Dimana pula tuan katakan saya ‘cilok’ kes kebocoran maklumat? Saya dah banyak kali cakap tentang kes kebocoran maklumat. Malah 7 bulan dulu saya sudah bincangkan isu kebocoran data ni kepada orang awam supaya mereka lebih cakna dan berhati-hati.,negative
2022-12-31 15:48:20+00:00,"@fahmi_fadzil pelanggan yang kebocoran data boleh claim apa dari Unifi ?  

250,248 pelanggan Unifi Mobile terjejas pelanggaran data
https://t.co/6zYs25tzO7",neutral
2022-12-31 15:47:54+00:00,"@fahmi_fadzil pelanggan yang kebocoran data boleh claim apa dari Unifi ?  

250,248 pelanggan Unifi Mobile terjejas pelanggaran data
https://t.co/6zYs25u7DF",neutral
2022-12-31 14:00:12+00:00,"Maybank menegaskan dakwaan kebocoran data pelanggannya sebagai palsu, dan terus komited untuk melindungi data peribadi pelanggan

Terdahulu, sebuah hantaran di FB mendedahkan 1.8 juta data pelanggan Maybank bocor mengandungi nama penuh, tarikh lahir, alamat dan nombor KP https://t.co/vIxKYixCVE",neutral
2022-12-31 13:15:44+00:00,"KEBOCORAN DATA | Masyarakat, Organisasi Perlu Sedar Kepentingan Keselamatan Siber https://t.co/488S6tw2Mb",neutral
2022-12-31 12:45:45+00:00,"biaya rata-rata kebocoran data diperkirakan tembus Rp78 M di tahun 2023
https://t.co/CSo9aryoFQ",neutral
2022-12-31 12:25:59+00:00,"Maybank sahkan dakwaan kebocoran data sebagai tidak benar 

https://t.co/nyijkZm3dO",neutral
2022-12-31 12:03:43+00:00,"Kebocoran data: Siasatan awal dapati akaun tidak sah

https://t.co/77hlXxo21i",neutral
2022-12-31 10:46:58+00:00,"Amanz

Maybank Mengesahkan Dakwaan Kebocoran Data Adalah Palsu Dan Tidak Benar

10 minit yang lalu - https://t.co/cMqo6377Q0",neutral
2022-12-31 10:36:55+00:00,Maybank Mengesahkan Dakwaan Kebocoran Data Adalah Palsu Dan Tidak Benar https://t.co/slwZDHWeYK https://t.co/3CKBaJT2XT,neutral
2022-12-31 10:36:33+00:00,Maybank sahkan dakwaan kebocoran data sebagai tidak benar https://t.co/smOJ3S7Xsn,neutral
2022-12-31 10:31:49+00:00,"@fahmi_fadzil Dlm data breach TM Unifi.. ada payment info Maybank. Bukan data Maybank yg breached. 

@PendakwahTekno bukan pakar bertauliah utk review kes kebocoran maklumat nie. Dia laju cilok heads up org lain tanpa semak. Suruh delete tweet angkuh tak nak delete. 

https://t.co/ARFTHvwAzM",negative
2022-12-31 08:57:14+00:00,Maybank sahkan dakwaan kebocoran data sebagai tidak benar https://t.co/tSJivgP5zm,negative
2022-12-31 08:45:11+00:00,"Malayan Banking Bhd (Maybank) mengesahkan dakwaan mengenai kebocoran data pelanggan yang dikatakan oleh pihak ketiga adalah tidak benar.

https://t.co/2KKHH1BKpy",neutral
2022-12-31 08:36:21+00:00,"Harian Metro

Dakwaan kebocoran data tidak benar: Maybank

11 minit yang lalu - https://t.co/htzHCbattM",neutral
2022-12-31 08:35:08+00:00,Maybank sahkan dakwaan kebocoran data tidak benar https://t.co/DxDELoIBTw,neutral
2022-12-31 08:31:39+00:00,"Getaran

Maybank Sahkan Dakwaan Kebocoran Data Sebagai Tidak Benar

5 minit yang lalu - https://t.co/4fCTJ8JT15",neutral
2022-12-31 08:30:41+00:00,"Malayan Banking Bhd (Maybank) mengesahkan dakwaan mengenai kebocoran data pelanggan yang dikatakan oleh pihak ketiga adalah tidak benar.

#GetaranMY | #Ekonomi  https://t.co/OxNGMkThYd",neutral
2022-12-31 08:27:50+00:00,"Maybank mengesahkan dakwaan mengenai kebocoran data pelanggan yang dikatakan oleh pihak ketiga adalah tidak benar.

https://t.co/GcfBBLzkai",neutral
2022-12-31 07:36:03+00:00,"Dakwaan kebocoran data palsu, kata Maybank https://t.co/aCCNKcFObd",neutral
2022-12-31 05:43:09+00:00,"@fahmi_fadzil @MyMaybank @sprgovmy No penalty / further action / pampasan for victims kebocoran data, just kenyataan saying that will avoid such thing happen in the future (and literary receive such statement every few years, nothing improved). Please look into it YB @fahmi_fadzil ! https://t.co/lBFhbJUapZ",negative
2022-12-31 04:04:39+00:00,"Cybersecurity Malaysia(CSM) dan Jabatan Perlindungan Data Peribadi (JPDP) diminta menjalankan siasatan berhubung dakwaan kebocoran data maklumat membabitkan 13 juta rakyat Malaysia yang tersebar di media sosial awal pagi tadi. 

Fahmi Fadzil 

#KKD
#JabatanPenerangan
#JapenPenang https://t.co/EyMLWNJXiS",neutral
2022-12-31 03:08:32+00:00,"KKD memandang serius dakwaan kebocoran data maklumat melibatkan 13 juta rakyat Malaysia dan mengarahkan supaya akses kepada laman web berkenaan disekat.

Dapatkan berita terkini di Telegram: https://t.co/VkWFQJhAxZ

#TVS122 #TVSNews

https://t.co/idTQJeQBdI",neutral
2022-12-31 02:45:14+00:00,"KKD siasat dakwaan kebocoran data melibatkan Maybank, Astro dan SPR

https://t.co/J5ESYQkw3R",neutral
2022-12-31 01:39:57+00:00,"Lebih dari 200,000 data pengguna Unifi Mobile terjejas akibat kebocoran data

https://t.co/3v44AGUpRo",negative
2022-12-31 01:29:42+00:00,"knp setiap kali kes kebocoran data, duit akan hilang. knp tak dibayarkan sekali loan rumah &amp; kereta eh.",negative
2022-12-31 01:19:06+00:00,Kebocoran data ni takleh ambil tindakan ke pada syarikat terlibat? https://t.co/NO8W3tLh0g,neutral
2022-12-31 00:10:33+00:00,"PENGUMUMAN

MBOT mengambil maklum dakwaan sebuah portal mengenai kebocoran data MBOT. Kami juga telah mengambil tindakan sewajarnya dan menyerahkan kepada pihak berkuasa.

#MBOT https://t.co/UnK9dsrS2x",neutral
2022-12-30 22:36:28+00:00,"Sudah berkutat dengan skandal kebocoran data pengguna Facebook oleh Cambridge Analytica sejak 2018, Meta sepakat untuk membayar denda sebesar US$725 juta atau setara dengan 11 triliun rupiah.
Baca di Gamefinity:
https://t.co/E1TyRxRVAM",neutral
2022-12-30 17:19:45+00:00,"@fahmi_fadzil @McmcReact @MyMaybank @sprgovmy YB @fahmi_fadzil wajib Siasat Bukan sahaja Bank, Telcos, banyak lagi even Aplikasi mudah alih pun nampak kerajaan lemah menangani Isu kebocoran data maklumat, itu blm cakp pasal Ah Long/Ceti haram yg sdg berleluasa viralkan data maklumat seseorang.. Pls YB tq",negative
2022-12-30 16:19:29+00:00,"Kebocoran Data peribadi berlaku ...

Data leakage &gt; sell data &gt; scam victim &gt; profitable by scammer 

Carta atas ni ulang every hours sebanarnya tanpa kita sedar ...",negative
2022-12-30 15:17:33+00:00,Kerajaan Siasat Dakwaan Kebocoran Data - https://t.co/XnMrRdjhp5,neutral
2022-12-30 14:58:10+00:00,"@kosmo_online Kebocoran data pelanggan tu atas kesalahan pihak exclusive bank juga yang mana ada setengah individu yang sanggup jual data pelanggan untuk hidup senang ,duit pelanggan kalau lesap belum tentu lagi pidm nak tanggung isu bekas CEO cimb pergi labur dekat genting tu apa cerita?",negative
2022-12-30 14:37:19+00:00,"@BernamaTV Impak negative !!! 
Nama, KP #, Talipon &amp;:lain-lain  BOCOR Data  d iJual kpd parti parti tidak bertanggung-jawab utk ""SCAM-SCAM"", ramai Rakyat mangsa Scam!

Malaysia mesti TEGAS syarikat laksana  hentikan kebocoran Data dan  henti ramai jadi mangsa-Scam- hilang berribu-Wang.",negative
2022-12-30 14:30:32+00:00,"Kini terjadinya kebocoran data menjadi hal yang utama untuk diperhatikan dan kritis dalam menanggulangi kejahatan Cracker maupun Hacker. Maka dari itu, Sobat Heylaw perlu banget nih ikut Pelatihan Pelindungan Data Pribadi. Catat Tanggalnya ya! Heylaw… https://t.co/zCLtmnkUZ9",negative
2022-12-30 14:02:12+00:00,"30 Dis - KKD siasat dakwaan kebocoran data melibatkan Maybank, Astro, SPR
@fahmi_fadzil 
@kkmm_gov 

'Yang sahih di Berita RTM'
#RTM #BeritaRTM https://t.co/ZoXUsV3UFa",neutral
2022-12-30 13:50:41+00:00,Kebocoran sistem data peribadi dan kebocoran pengkalan sistem data kerajaan adalah satu jenayah siber. #rakyatbersuara #penggunabersuara https://t.co/hXnNst4Dcg,neutral
2022-12-30 13:47:15+00:00,"Kebocoran Data: KKD Dapatkan Maklum Balas Maybank, Astro – Fahmi https://t.co/EQzyniYIB3",neutral
2022-12-30 13:42:31+00:00,"Kebocoran Data: KKD Dapatkan Maklum Balas Maybank, Astro 

🔔 TELEGRAM: https://t.co/HnKKvtfnCf https://t.co/npINTyWKxs",neutral
2022-12-30 13:32:57+00:00,"Tindakan pantas Menteri KKD. 
Alhamdulillah dapat Menteri yang Perform. 

KKD siasat dakwaan kebocoran data melibatkan Maybank, Astro dan SPR. https://t.co/MF06Z489V4",neutral
2022-12-30 13:30:11+00:00,"Kementerian Komunikasi dan Digital (KKD) memandang serius dakwaan kebocoran data maklumat melibatkan 13 juta rakyat Malaysia melalui sebuah laman sesawang dan telah mengarahkan supaya akses kepada laman web berkenaan disekat.

https://t.co/EBMdY4LbKy",neutral
2022-12-30 13:29:34+00:00,"Kerajaan Siasat Dakwaan Kebocoran Data - Siasatan Awal Dapati Maklumat Akaun Maybank Adalah Tidak Sah, Astro Mungkin Dari Insiden 2018 https://t.co/B8d33SGtMP https://t.co/Gik7GFmdzk",neutral
2022-12-30 13:18:48+00:00,"Cybersecurity Malaysia (CSM) dan Jabatan Perlindungan Data Peribadi (JPDP) diminta menjalankan siasatan berhubung dakwaan kebocoran data maklumat membabitkan 13 juta rakyat Malaysia yang tersebar di media sosial awal pagi tadi. 

#KKD
#JabatanPenerangan
#PerlisMaju https://t.co/5u4isnpqmq",neutral
2022-12-30 13:16:25+00:00,"Tiada kebocoran data pelanggan, kata Astro #FMTNews https://t.co/i6EuCIH4dx",neutral
2022-12-30 12:57:10+00:00,"KEBOCORAN DATA | Data 250,248 Pelanggan Unifi Mobile Terjejas https://t.co/gQLOVCZt5h",positive
2022-12-30 12:56:57+00:00,JARINGAN GELAP | KKD Arah Siasat Kebocoran Data 13 Juta Pengguna https://t.co/Ev6GnfdHpb,neutral
2022-12-30 12:56:28+00:00,"KKD memandang serius dakwaan kebocoran data maklumat melalui sebuah laman sesawang dan telah mengarahkan supaya akses kepada laman web berkenaan disekat.
#AWANInews #AWANI745
https://t.co/ow6dgBi5Fj",negative
2022-12-30 12:47:45+00:00,"#Maybank berkata ia sedang menyiasat dakwaan kebocoran data pelanggan yang melibatkan bank itu, kerana ia tidak mengalami pelanggaran data. https://t.co/p7U0DPZ6B3",neutral
2022-12-30 12:47:32+00:00,Maybank Siasat Dakwaan Kebocoran Data Pelanggan https://t.co/pWV57qNT2h,neutral
2022-12-30 12:26:04+00:00,"Am : Kebocoran data: KKD dapatkan maklum balas Maybank, Astro - Fahmi https://t.co/FWTWkkjlwy",neutral
2022-12-30 12:17:41+00:00,"Kebocoran data: KKD dapatkan maklum balas Maybank, Astro - @fahmi_fadzil  

@kkmm_gov 

https://t.co/PrbpdOcgO5 https://t.co/8yJUJvjvPz",neutral
2022-12-30 12:12:01+00:00,Acronis: biaya kebocoran data mencapai $5 juta per insiden pada 2023 - https://t.co/NdyslCoE0s https://t.co/pbw4tBdUJA,neutral
2022-12-30 12:02:17+00:00,"Kenyataan media oleh YB @fahmi_fadzil berhubung kebocoran data melibatkan Maybank, Astro dan SPR. 

Terima kasih YB atas tindakan tegas dan pantas pihak YB dan juga semua agensi yang terlibat. https://t.co/uZg8VA9v7w",neutral
2022-12-30 11:36:31+00:00,"Dear YB @fahmi_fadzil , this is never on kebocoran data alone. 
Victims management needed as well.
You have to fortify everything now. https://t.co/gZDz9H34eJ",negative
2022-12-30 11:34:02+00:00,"Menurut laporan Surfshark, negara dengan kasus kebocoran data terbanyak di dunia adalah Amerika Serikat, sedangkan Indonesia ada di peringkat ke-15. https://t.co/YhdDfBCcJI",neutral
2022-12-30 11:32:33+00:00,Maybank siasat dakwaan kebocoran data pelanggan  https://t.co/PVgJghgGkF,neutral
2022-12-30 11:28:04+00:00,"Cybersecurity Malaysia dan Jabatan Perlindungan Data Peribadi telah diminta untuk menyiasat dakwaan kebocoran data daripada Maybank.

#Malaysia #Cybersecurity #leakage #berita https://t.co/570IMazcO3",neutral
2022-12-30 11:20:52+00:00,"@SoyaCincauBM @fahmi_fadzil @SoyaCincauBM , nampaknya isu kebocoran data TM adalah sahih. Saya nak ucapkan terima kasih atas maklumbalas SoyaCincau. Dan saya nak ucapkan terima kasih kerana bangkitkan isu ini bersama. Terbaik SoyaCincau!",neutral
2022-12-30 11:19:20+00:00,"Pihak TM telah memaklumkan yang mereka telah mengalami kebocoran data. Sebanyak 250,248 maklumat pelanggan Unifi Mobile telah terlibat. Maklumat data yang tersebar adalah nama, nombor telefon dan juga email.
https://t.co/KeY8mxqEns",neutral
2022-12-30 11:19:12+00:00,"Kementerian Komunikasi dan Digital (KKD) siasat dakwaan kebocoran data melibatkan Maybank, Astro dan SPR - Menteri Komunikasi dan Digital, @fahmi_fadzil

#cybersecurity
#KLCeria
#CMSWPKL
@MyMaybank @501Awani https://t.co/N2w0Cp49K4 https://t.co/wtd7LlTgwZ",neutral
2022-12-30 11:12:09+00:00,"Kosmo

Maybank siasat dakwaan kebocoran data pelanggan

9 minit yang lalu - https://t.co/qO3yRyRhb3",neutral
2022-12-30 11:11:22+00:00,"#KualaLumpur  Malayan Banking Bhd (Maybank) melihat dakwaan kebocoran data pelanggan sebagai ""amat serius"" dan sedang menyiasat dakwaan tersebut yang melibatkan bank itu. https://t.co/MPPsWF295G",negative
2022-12-30 11:11:12+00:00,"Maybank melihat dakwaan kebocoran data pelanggan sebagai ""amat serius"" dan sedang menyiasat dakwaan tersebut yang melibatkan bank itu.
#AWANInews #AWANI745
https://t.co/c3wgOcKlO3",negative
2022-12-30 11:10:47+00:00,"Maybank Siasat Dakwaan Kebocoran Data Maklumat

#malaysiagazette #mgflash https://t.co/gyHrkIgu5m",neutral
2022-12-30 10:58:02+00:00,"@Gugi10872679 @fahmi_fadzil Saya maklumkan isu kebocoran data, kamu kata saya gila glamour? Ini isu data breach, adakah kamu fikir saya yang keluarkan data ini? Data ni dah tersebar ke Internet. Kalau betul nak ambil tindakan, ambil kepada pihak yang menyebabkan kebocoran data.",negative
2022-12-30 10:54:58+00:00,"@SoyaCincauBM @fahmi_fadzil Disebabkan data ini tidak diketahui kesahihannya, maka kita perlu meminta pemilik data ini (sekiranya ada) untuk tampil kehadapan. Sekiranya sahih, maka ya saya mungkin akan diambil tindakan. Tapi kita juga akan dapat mengetahui isu kebocoran data 2 juta pengguna Malaysia.",neutral
2022-12-30 10:51:27+00:00,"#BHnasional KKD menunggu maklum balas Astro dan Maybank bagi menyiasat dakwaan kebocoran data peribadi membabitkan pelanggan agensi itu

https://t.co/5wqPpfZuqr",neutral
2022-12-30 10:50:05+00:00,Maybank siasat dakwaan kebocoran data pelanggan https://t.co/0Z8u9DmDzL,neutral
2022-12-30 10:48:47+00:00,"Kenyataan media berhubung siasatan dakwaan kebocoran data melibatkan @MyMaybank, Astro &amp; @sprgovmy https://t.co/fHbEAK9oxW",neutral
2022-12-30 10:44:40+00:00,Maybank siasat dakwaan kebocoran data pelanggan #malaysiagazette https://t.co/BDifUoJTJf,neutral
2022-12-30 10:39:21+00:00,"KKD siasat dakwaan kebocoran data melibatkan Maybank, Astro dan SPR https://t.co/cJzdQ5lJVl",neutral
2022-12-30 10:35:10+00:00,Maybank siasat dakwaan kebocoran data pelanggan https://t.co/hmdQrEG1bR,neutral
2022-12-30 10:31:45+00:00,Maybank siasat dakwaan kebocoran data maklumat pelanggan https://t.co/eRkPum6gpG,neutral
2022-12-30 10:31:25+00:00,"Maybank siasat dakwaan kebocoran data pelanggan 

https://t.co/kGWIRAM3kH",neutral
2022-12-30 10:28:57+00:00,"Kenyataan Media 
Menteri Komunikasi Media

CyberSecurity Malaysia dan Jabatan Perlindungan Data Peribadi diminta untuk menjalankan siasatan berhubung dakwaan kebocoran data maklumat membabitkan 13 juta rakyat Malaysia yang tersebar di media sosial. - @fahmi_fadzil https://t.co/Qbwdf1mPbR",neutral
2022-12-30 10:28:36+00:00,"Malayan Banking Bhd (Maybank) melihat dakwaan kebocoran data pelanggan sebagai “amat serius” dan sedang menyiasat dakwaan tersebut yang melibatkan bank itu.

https://t.co/yyqfyPimvJ",negative
2022-12-30 10:26:57+00:00,"@PemudaGombak Kenapa tak buat laporan pasal kes konsesi Menara KL, kebocoran data pengguna babit Maybank, Astro, SPR dan hari ini pulak Unifi bebas Prepaid.",negative
2022-12-30 10:21:29+00:00,"Memang dia kinerjanya jelek kok...
1. Internet Indonesia tetap masih yg paling lemot
2. Hoax masih merajalela
3. Kasus kebocoran data masih on the top
4. ... https://t.co/fkKqqpaJOl",negative
2022-12-30 10:00:54+00:00,"Dapat telpon dari orang yang mengaku dari pihak shoppe.... Dia tahu data, no hp juga alamat ku.... Aku kok jadi curiga data ku bocor dari peristiwa ""kebocoran data beberapa waktu lalu"". Gara-gara itu akun ku harus terpaksa dilakukan pembatasan sementara...",negative
2022-12-30 09:27:02+00:00,"Kebocoran data melibatkan Maybank, Astro dan SPR sedang disiasat | Suara Merdeka https://t.co/vRvNv2XWDG",neutral
2022-12-30 08:46:41+00:00,"@JPenerangan @fahmi_fadzil @TeoNieChing @DSMM64 @kkmm_gov @cybersecuritymy @jpdpmalaysia RT @JPenerangan: Cybersecurity Malaysia (CSM) dan Jabatan Perlindungan Data Peribadi (JPDP) diminta menjalankan siasatan berhubung dakwaan kebocoran data maklumat membabitkan 13 juta rakyat Malaysia yang tersebar di media sosial awal pagi tadi. 

#KKD https://t.co/BDApiD8BWH",neutral
